HOLDING_CODE,OBJECTID..,SURVTYPE,SLR,ITEM7,ITEM11,ITEM12,ITEM40,ITEM157,ITEM170,ITEM122,ITEM145,ITEM2479,ITEM1703,ITEM1707,ITEM459,ITEM538,ITEM1825,ITEM1827,ITEM1828,ITEM1830,ITEM2495,ITEM1668,ITEM2512,ITEM2513,ITEM2514,ITEM2492,ITEM2499,ITEM1870,ITEM1871,ITEM1875,ITEM1872,ITEM1874,ITEM2500,ITEM2501,ITEM2502,ITEM1876,ITEM2503,ITEM2504,ITEM2505,TOTDAAREA,TOTNONLFAAREA,TOTSDAAREA,ITEM2482,ITEM2483,ITEM2484,ITEM2485,ITEM2486,ITEM2487,ITEM2321,ITEM2322,ITEM47,ITEM48,ITEM100,ITEM102,ITEM104,ITEM106,cattle.beef,cattle.dairy,calf.beef,calf.dairy,breeder.beef,breeder.dairy,service.bull,cattle.other,cattle.all
656/0015,18660,SAF+FSE,0.520008,68.2,0,68.2,0,0,0,0,238,0,0,0,1,0,5,0,5,0,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,68.2,0,0,0,0,0,0,32.89,33.01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
656/0024,18663,NA,10.142384,1886.06,0,1886.06,1.47,0,0,83,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886.06,0,0,0,0,0,0,84.65,140.38,1620.33,11.39,0,0,0,0,26,0,15,7,9,0,0,12,69
656/0028,18664,NA,0.668174,97.96,0,97.96,24.26,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.15,0,35.5,0,0,0,0,0,0,29.34,23.56,14.22,0,0,0,0,0,49,0,23,23,6,0,1,5,107
656/0037,18665,SAF+FSE,8.462153,1173.9,0,1173.9,0,0,30,506,2485,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.9,0,0,0,0,0,0,98.79,243.76,807.66,3.49,0,0,0,0,67,0,24,33,39,0,5,2,170
657/0004,18687,SAF+FSE,0.046168,0,24.25,24.25,0,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,21.93,0,0,0,0,0,0,6,2,2,6,0,0,0,0,16
657/0008,18688,SAF+FSE,2.083621,105.68,0,105.68,95.53,0,0,0,0,0,0,0,1,0,6,0,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.68,0,0,0,0,0,0,0,0,10.02,0,0,0,0,0,0,1,0,0,0,0,0,0,20,21
657/0009,18689,SAF+FSE,1.771155,0,111.1,111.1,8.62,0,5,304,0,0,1,1,0,1,0,5,0,6,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,111.1,0,0,0,0,0,0,39.14,0.38,33.03,0,0,0,0,0,162,0,80,72,34,0,6,63,417
657/0027,18715,SAF+FSE,1.166239,52.7,0,52.7,37.56,0,0,42,37,0,0,0,1,0,7,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7,0,0,0,0,0,0,0,15.17,0,0,0,0,0,0,0,25,0,9,11,1,0,1,9,56
657/0034,18718,NA,5.194821,42,110.7,152.7,97.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.7,0,0,0,0,0,0,0,11.79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,78,81
657/0036,18719,SAF+FSE,2.126026,0,136.9,136.9,85.07,0,0,96,0,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.9,0,0,0,0,0,0,0,20.93,19.42,0,0,0,0,0,0,23,0,11,0,0,0,0,66,100
657/0047,18743,SAF+FSE,0.058147,0,9.8,9.8,0,0,20,0,32,0,0,0,1,0,7,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,1.2,0,1.8,0,0,0,0,1,0,0,0,1,0,0,0,2
658/0002,18747,SAF+FSE,2.955711,0,360.71,360.71,0,17,0,44,1273,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,141.21,0,216.5,0,0,0,0,0,0,0,202.98,49.62,0,0,0,0,0,21,1,6,8,6,0,1,0,43
658/0005,18748,NA,7.189992,0,2350.48,2350.48,4.2,0,0,52,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350.48,0,0,0,0,0,0,0,93.62,2094.7,77.46,0,0,0,0,0,0,0,0,5,0,0,0,5
658/0006,18749,SAF+FSE,1.798903,0,118.1,118.1,22.95,0,0,64,604,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118.1,0,0,0,0,0,0,0,0,54.05,36.13,1.16,0,0,0,0,0,43,0,14,25,0,0,1,1,84
658/0010,43139,SAF+FSE,0.059255,0,29.04,29.04,0,0,0,0,0,0,0,0,1,0,7,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,27.61,1.43,0,0,0,0,0,43,0,18,18,0,0,1,3,83
658/0011,18772,SAF+FSE,1.448261,0,139.51,139.51,79.44,0,0,32,0,0,0,0,1,0,5,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,66.34,73.17,0,0,0,0,0,0,31.94,19.43,2.61,4.67,0,0,0,0,33,0,14,16,0,0,0,0,63
658/0014,18775,NA,1.880032,0,2294.7,2294.7,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294.7,0,0,0,0,0,0,0,26.29,1847.62,0,0,0,0,0,30,0,0,0,1,0,1,0,32
658/0020,18777,SAF+FSE,1.910516,0,640,640,0,0,90,0,746,0,0,0,1,0,7,0,6,0,3,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,640,0,0,0,0,0,0,33.72,60.41,435,4.01,0,0,0,0,0,0,0,0,14,0,0,0,14
658/0028,18801,SAF+FSE,3.2772,385.84,0,385.84,101.63,0,0,351,0,0,0,0,1,1,5,6,2,6,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,103.84,0,0,0,0,0,0,137.11,81.91,0,6.69,0,0,0,0,97,0,51,50,16,0,0,3,217
658/0039,43164,SAF+FSE,0.0292,0,13.87,13.87,0,0,0,0,0,0,1,1,0,1,0,6,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33,0,0,0,0,0,0,0,0,13.87,0,0,0,0,0,0,11,0,5,2,0,0,1,7,26
658/0045,18828,SAF+FSE,0.032989,0,105,105,0,0,0,0,0,0,1,1,0,2,0,5,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,15.52,0.4,3.14,0,0,0,0,5,0,4,1,5,0,1,1,17
659/0004,18832,SAF+FSE,4.107292,0,123,123,0,0,0,23,2074,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,61.2,51.92,3.45,3.12,0,0,0,0,128,0,40,40,20,0,2,75,305
659/0012,43218,Main+FSE,0.013789,0,12.4,12.4,0,0,0,0,0,0,0,0,1,0,7,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,6.55,0,5.4,0,0,0,0,4,0,1,2,0,0,0,1,8
659/0014,19737,SAF+FSE,0.024084,4,8.1,12.1,0,0,0,0,0,0,0,0,1,0,7,0,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.1,0,0,0,0,0,0,0,11.44,0,0,0,0,0,0,33,2,1,50,0,0,0,1,87
659/0015,19738,SAF+FSE,4.625729,0,205.12,205.12,0.6,0,0,127,2178,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.12,0,0,0,0,0,0,0,57.12,146.02,0,0,0,0,0,101,0,42,42,0,0,3,7,195
659/0016,19739,NA,0.534158,0,44.26,44.26,0,0,0,62,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,38.71,0,0,0,0,0,0,20,45,6,16,9,1,2,2,101
659/0022,43221,SAF+FSE,0.185137,0,74,74,5.17,0,12,0,0,0,0,0,1,0,7,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,61.58,0,0,0,0,0,0,6,68,7,16,3,0,0,5,105
659/0041,19766,SAF+FSE,0.759579,0,78.97,78.97,9.28,0,5,103,0,0,0,0,1,0,5,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77.97,0,0,0,0,0,0,0,0,17.81,47.78,0,1.7,0,0,0,0,42,39,17,22,0,2,2,28,152
660/0002,19769,NA,8.020163,506.25,0,506.25,209.86,0,0,298,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,193.23,291,0,0,0,0,0,0,142.43,153.96,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44
660/0005,19770,NA,1.420274,146.37,0,146.37,31.86,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.42,0,0,0,0,0,0,0,57.41,53.97,0,40.23,0,0,0,0,54,0,23,28,7,0,1,0,113
660/0006,19771,NA,1.979797,0,77.5,77.5,42.74,0,0,80,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,116.81,0,0,0,0,0,0,68.66,0,77.47,0,0,0,0,0,10,0,7,3,0,0,1,9,30
660/0008,19794,SAF+FSE,0.556084,0,87.5,87.5,0,0,0,73,0,0,0,0,1,0,6,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,17.23,67.66,0,0.97,0,0,0,0,32,0,12,15,0,0,0,13,72
660/0011,19796,SAF+FSE,1.454071,114.5,0,114.5,3.45,0,0,235,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,114.5,0,0,0,0,0,0,0,0,85.39,23.86,0.69,0,0,0,0,0,28,0,6,13,5,0,1,21,74
660/0014,19797,SAF+FSE,2.531313,113.65,0,113.65,0,0,0,110,989,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,101.29,0,0,0,0,0,0,72.41,33.21,7,0,0,0,0,0,55,0,19,19,8,0,1,22,124
660/0017,19798,SAF+FSE,0.750955,63.1,0,63.1,21.23,0,0,94,0,0,0,0,1,0,6,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,63.1,0,0,0,0,0,0,0,0,38.21,2.25,0,0,0,0,0,0,0,0,0,0,0,0,55,55
660/0019,19821,SAF+FSE,1.372929,65.1,0,65.1,27.62,0,0,2,323,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1,0,0,0,0,0,0,0,32.13,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
660/0024,19304,SAF+FSE,1.445463,68.8,0,68.8,21.65,0,0,31,581,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8,0,0,0,0,0,0,0,48.06,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68
660/0027,19306,SAF+FSE,2.891037,89.14,0,89.14,33.58,0,0,77,1267,0,0,0,2,1,7,4,5,6,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89.14,0,0,0,0,0,0,0,0,54.09,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70,72
660/0028,19307,SAF+FSE,4.107405,588.4,0,588.4,0,0,0,0,2023,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.4,0,0,0,0,0,0,46.47,117.47,375.88,0,0,0,0,0,128,0,47,77,0,0,3,86,341
660/0029,42890,Main+FSE,0.211526,128.6,0,128.6,0,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.6,0,0,0,0,0,0,0,83.6,45,0,0,0,0,0,5,0,0,0,0,0,0,0,5
660/0031,19308,NA,1.098734,73.8,0,73.8,4.49,0,0,43,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,0,0,0,0,0,0,0,48.35,0,20.99,0,0,0,0,0,25,0,22,3,0,0,0,2,52
660/0033,19309,SAF+FSE,6.181145,2163.19,0,2163.19,0,0,0,4,2428,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163.19,0,0,0,0,0,0,0,65.61,2097.03,0,0,0,0,0,1,0,4,3,11,0,1,1,21
660/0037,19333,SAF+FSE,3.011061,226.82,0,226.82,12.85,0,0,170,942,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,226.82,0,0,0,0,0,0,73.06,45.93,91.32,1.33,0,0,0,0,70,0,32,39,9,0,2,13,165
660/0056,19361,SAF+FSE,0.969018,81.3,0,81.3,0,0,0,7,458,0,0,0,1,0,7,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,0,0,0,0,0,0,0,60.85,11.15,0,0,0,0,0,0,3,0,1,1,0,0,0,5,10
660/0060,19362,SAF+FSE,5.573337,280.16,0,280.16,99.78,0,0,343,1389,0,0,0,1,0,3,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,280.16,0,0,0,0,0,0,0,20.79,154.08,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74
660/0063,19363,SAF+FSE,1.981008,94.2,0,94.2,42.34,0,0,187,0,0,0,0,1,0,4,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2,0,0,0,0,0,0,0,41.27,3.74,1.85,0,0,0,0,0,0,167,78,29,0,16,1,0,291
660/0064,19364,SAF+FSE,0.173526,36.3,0,36.3,11.61,0,0,0,0,0,0,0,1,0,4,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,0,0,0,0,0,0,0,23.05,1.16,0.44,0,0,0,0,0,0,16,0,43,0,0,0,0,59
660/0065,19365,SAF+FSE,1.237763,66.6,0,66.6,15.65,0,0,11,543,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6,0,0,0,0,0,0,0,30.88,18.51,0,0,0,0,0,0,5,0,2,2,1,0,0,0,10
660/0066,19387,SAF+FSE,0.238042,32.02,0,32.02,0,0,0,36,0,0,0,0,1,1,7,5,2,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.02,0,0,0,0,0,0,0,11.64,20.43,0,0,0,0,0,0,12,0,0,0,0,0,1,46,59
660/0068,19388,SAF+FSE,0.672926,83.3,0,83.3,0,0,0,93,0,0,0,0,1,0,5,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,0,0,0,0,0,0,25.48,54.91,0,1.2,0,0,0,0,91,0,37,49,0,0,2,22,201
661/0002,19417,SAF+FSE,1.98185,0,193.57,193.57,111.8,0,0,47,103,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.57,0,0,0,0,0,0,0,10.87,27.54,1.04,0.91,0,0,0,0,74,0,11,15,6,0,1,53,160
661/0003,19418,SAF+FSE,1.422116,69.83,0,69.83,19.88,0,0,61,485,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.83,0,0,0,0,0,0,0,32.06,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42
661/0012,19421,SAF+FSE,1.737711,0,162.5,162.5,116.51,0,0,0,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.5,0,0,0,0,0,0,0,22.93,12.03,2.24,2.52,0,0,0,0,0,0,0,0,0,0,0,53,53
661/0018,19444,SAF+FSE,1.241095,14.22,84.62,98.84,74.24,0,0,25,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,0,0,0,0,10.52,9.73,1.6,0,0,0,0,0,30,0,15,14,0,0,1,3,63
662/0004,19449,SAF+FSE,1.797105,68.12,0,68.12,39.11,0,0,169,0,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.82,0,0,0,0,0,0,0,25.72,2.63,0,0,0,0,0,0,45,0,21,18,8,0,2,23,117
662/0006,42918,Main,0.077153,0,4.9,4.9,0.05,0,13,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.9,0,NA,NA,NA,NA,NA,NA,0,4.42,0,0,0,0,0,0,85,0,29,31,20,0,9,35,209
662/0016,19499,SAF+FSE,8.367011,0,492.22,492.22,77.78,0,110,536,2025,0,0,0,1,1,7,3,6,6,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,257.48,234.74,1,0,0,0,0,0,186.28,187.49,19.3,2.24,0,0,0,0,239,0,103,98,16,0,17,9,482
662/0019,19501,NA,2.108426,0,137.26,137.26,20.08,0,0,196,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.05,75.85,0,0,0,0,0,0,43.96,9.17,53.26,0,0,0,0,0,91,0,45,36,0,0,2,34,208
662/0020,19502,SAF+FSE,2.627289,89.91,18.07,107.98,0,0,0,126,1129,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.98,0,0,0,0,0,0,0,9.28,7.89,0,0,0,0,0,0,16,0,4,6,1,0,2,0,29
662/0021,19503,NA,0.315295,0,72.01,72.01,23.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.01,0,0,0,0,0,0,8.07,11.85,27.72,0,0,0,0,0,10,0,8,5,0,0,0,0,23
662/0029,19088,NA,4.5565,0,283.91,283.91,10.77,0,0,261,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.21,234.39,0,0,0,0,0,0,100.2,141.57,18.42,0,0,0,0,0,109,0,54,51,26,0,4,36,280
662/0030,19089,SAF+FSE,4.787974,0,489.76,489.76,13,0,0,111,2119,0,0,0,1,0,6,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.76,0,0,0,0,0,0,29.27,94.13,249.17,0,0,0,0,0,67,0,28,31,0,0,2,4,132
662/0036,19091,SAF+FSE,4.368939,202.3,651.7,854,0,0,13,110,1601,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,854,0,0,0,0,0,0,0,59.4,772.84,28.4,0,0,0,0,51,0,20,16,1,0,2,6,96
662/0044,19116,SAF+FSE,39.523874,5.3,428.7,434,398.66,0,0,0,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,11.79,0,0,0,0,0,0,28,0,19,9,0,0,1,13,70
662/0048,19117,SAF+FSE,3.864111,0,212.29,212.29,126.36,0,0,222,0,0,0,0,1,0,2,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,212.29,0,0,0,0,0,0,0,29.35,31.69,0,14.06,0,0,0,0,92,0,38,52,12,0,3,29,226
662/0062,19144,SAF+FSE,7.747605,0,151.28,151.28,131.38,0,0,29,0,0,0,0,1,0,3,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,151.28,0,0,0,0,0,0,0,5.16,8.04,0,3.26,0,0,0,0,20,0,9,7,0,0,1,4,41
662/0074,19170,SAF+FSE,1.503989,451.39,0,451.39,11.8,0,0,142,247,0,0,1,1,1,7,4,1,6,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.39,0,0,0,0,0,0,0,56.01,261.76,102.08,0,0,0,0,34,0,9,12,15,0,4,7,81
662/0078,19171,NA,0.626661,0,194.15,194.15,46.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,176.27,0,0,0,0,0,0,36.77,84.59,19.57,0,0,0,0,0,86,0,41,43,0,0,3,0,173
662/0097,19176,NA,0.0976,0,13.52,13.52,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,0,0,0,0,0,0,0,0,11.96,0.65,0,0,0,0,0,0,118,0,40,46,14,0,2,52,272
663/0015,19203,SAF+FSE,5.080184,0,99.18,99.18,69.8,0,15915,0,0,0,0,0,1,0,3,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99.18,0,0,0,0,0,0,0,25.9,0,0,1.34,0,0,0,0,23,0,13,5,0,0,1,0,42
663/0019,19226,NA,0.977976,0,113.78,113.78,21.05,0,27,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.71,24.07,0,0,0,0,0,0,44.91,19.13,21.43,3.67,0,0,0,0,5,0,0,0,0,0,0,21,26
663/0022,19228,SAF+FSE,4.179671,0,323.45,323.45,32.49,0,0,243,1274,0,0,0,1,0,7,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.45,0,0,0,0,0,0,25.81,146.29,112.65,0.52,0,0,0,0,118,0,47,56,0,0,2,2,225
663/0028,19230,SAF+FSE,1.233647,0,141.6,141.6,0,0,0,38,454,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.6,0,0,0,0,0,0,0,127.48,0,0,0,0,0,0,115,0,46,40,12,0,4,29,246
663/0031,19231,SAF+FSE,0.269158,0,33.2,33.2,0,0,0,41,0,0,0,0,1,0,7,0,4,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,0,0,0,0,0,0,20.85,4.25,0,4.5,0,0,0,0,6,0,3,1,1,0,0,0,11
664/0003,19260,SAF+FSE,2.983547,193.6,0,193.6,114.08,0,0,172,0,0,0,0,1,0,2,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0,0,0,0,0,0,0,68.54,1.47,0,0,0,0,0,0,130,0,34,28,8,0,2,115,317
664/0015,19286,SAF+FSE,5.086442,0,454.44,454.44,360.09,0,0,0,0,0,1,1,0,1,0,2,0,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,454.44,0,0,0,0,0,0,0,11.07,23.82,1.02,2.34,0,0,0,0,0,207,0,45,0,0,1,0,253
664/0019,19288,SAF+FSE,3.518076,0,319,319,142.92,0,16,25,0,0,0,0,1,0,6,0,5,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,319,0,0,0,0,0,0,0,73.98,53.14,2.93,0,0,0,0,0,1,0,1,0,0,0,1,1,4
664/0047,19316,SAF+FSE,3.592829,0,145.46,145.46,0,0,0,204,1318,0,0,1,1,1,7,3,3,6,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.46,0,0,0,0,0,0,0,104.19,4.82,34.51,0,0,0,0,78,0,33,29,9,0,4,8,161
664/0048,19338,SAF+FSE,2.284521,0,274.16,274.16,0,0,0,194,524,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.16,0,0,0,0,0,0,0,108.93,122.45,25.35,0,0,0,0,101,0,42,51,0,0,3,3,200
664/0052,19339,SAF+FSE,8.007608,498.05,139.7,637.75,11.15,0,0,160,3717,0,1,1,0,1,0,5,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,637.75,0,0,0,0,0,0,49.42,200.84,239.23,74.51,0,0,0,0,52,0,8,9,8,0,2,50,129
664/0055,19340,SAF+FSE,3.749532,0,1255.1,1255.1,19.5,0,0,350,0,0,0,0,1,0,6,0,6,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1255.1,0,0,0,0,0,0,81.12,151.92,912.18,12.93,0,0,0,0,128,0,58,59,5,0,4,2,256
664/0057,19341,NA,0.558189,0,208,208,36.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,41.56,17.65,97.36,17.61,0,0,0,0,71,0,29,26,12,0,2,40,180
664/0063,43063,NA,0.003242,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,0,1.54,0,0,0,0,0,0,14,0,6,7,0,0,1,15,43
664/0077,19342,Main+FSE,0.037032,0,24.2,24.2,0,0,0,0,0,0,0,0,1,0,6,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,6.02,11.57,0,2.64,0,0,0,0,23,0,12,8,0,0,1,0,44
664/0094,19344,SAF+FSE,0.683105,0,20.84,20.84,1,0,5,93,87,0,0,0,1,0,2,0,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.84,0,0,0,0,0,0,8.06,8.89,0.14,1.56,0,0,0,0,8,2,3,5,3,0,0,5,26
665/0006,19371,SAF+FSE,8.212426,344.93,168.3,513.23,376.71,0,0,113,14,0,0,0,1,1,3,3,6,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,513.23,0,0,0,0,0,0,0,24.34,43.87,0,47.45,0,0,0,0,63,1,30,25,10,0,4,53,186
