HOLDING_CODE,ITEM1,ITEM2,ITEM14,ITEM40,ITEM41,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM84,ITEM85,ITEM86,ITEM87,ITEM94,ITEM95,ITEM96,ITEM145,ITEM157,ITEM170,ITEM171,ITEM177,ITEM178,ITEM179,ITEM182,ITEM183,ITEM184,ITEM200,ITEM1714,ITEM1715,ITEM1716,ITEM1717,ITEM1718,ITEM1719,ITEM100,ITEM101,ITEM102,ITEM103,ITEM104,ITEM105,ITEM106,ITEM107,ITEM108,ITEM109,ITEM110,ITEM111,ITEM112,ITEM113,ITEM114,ITEM115,ITEM116,ITEM117,ITEM118,ITEM119,ITEM120,ITEM121,ITEM122,group,group1,ITEM42,ITEM43,ITEM44,ITEM45,ITEM16,ITEM18,ITEM17,ITEM20,cattle_dairy,cattle_beef,calf_dairy,calf_beef,service_bull,breeder_dairy,breeder_beef,cattle_other,barley,oats,grass,roughGraz,area
865/0102,0,0,0,4,0,108.3,0,0,0.7,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,118,4,2,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,16,21,6,4,181,2,NA,25.000000000000000,12.100000000000000,3.26,63.940000000000005,0,0,0,0,128,4,25,22,2,0,0,0,0,0,104.3,0,109
865/0103,0,0,0,0,0,13.41,1.65,0,0.34,15.4,0,0,0,0,0,0,0,23,0,34,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,7,3,36,3,NA,2.050000000000000,0.000000000000000,0,11.359999999999999,0,0,0,0,0,18,5,8,0,0,2,3,0,0,13.41,1.65,15.4
865/0114,0,0,0,0,0,6.31,0,0,0,6.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,5,0,2,0,1,21,3,NA,0.000000000000000,2.700000000000000,0,3.610000000000000,0,0,0,0,0,12,3,0,0,0,0,14,0,0,6.31,0,6.31
865/0117,0,33.53,0,0,0,24.4,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,41,9,8,12,1,1,7,0,0,0,2,0,0,1,15,11,7,9,9,14,8,13,168,2,NA,9.670000000000000,2.720000000000000,4.01,8.000000000000000,0,0,0,0,57,25,27,17,0,11,7,27,0,0,24.4,0,24.4
865/0119,0,0,0,0,0,20.99,6.28,0,0.7,27.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,80,0,0,0,0,0,140,2,NA,0.000000000000000,6.000000000000000,0,14.990000000000000,0,0,0,0,0,0,0,0,0,0,80,60,0,0,20.99,6.28,27.97
865/0121,0,6.9,0,0,0,24,0,0,0.5,24.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,48,0,2,0,15,0,7,0,0,0,0,0,0,0,0,29,0,0,0,8,13,14,136,2,NA,0.000000000000000,12.200000000000001,0,11.800000000000001,0,0,0,0,72,0,22,13,0,29,0,0,0,0,24,0,24.5
865/0131,0,0,0,0,0,31.08,0,0,0.78,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,60,0,0,0,0,0,16,0,1,0,0,10,0,0,5,30,0,0,11,0,17,11,161,2,NA,7.750000000000000,7.750000000000000,0,15.580000000000000,0,0,0,0,76,0,11,28,1,40,0,5,0,0,31.08,0,31.86
865/0132,0,36.4,0,0,0,267.7,0,0,0,267.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,160,0,170,0,0,0,35,4,0,0,0,0,0,0,0,50,0,80,90,60,70,719,1,3,0.000000000000000,100.000000000000000,0,167.700000000000020,0,0,0,0,0,365,160,140,4,0,50,0,0,0,267.7,0,267.7
865/0136,0,4.05,0,17.56,0,115.02,0,0,1.69,116.71,0,0,0,0,0,0,0,458,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,92,0,10,0,12,0,0,3,0,3,0,0,53,51,0,0,80,29,20,57,40,450,1,5,0.000000000000000,34.649999999999999,0,62.810000000000002,0,17.56,0,0,0,170,60,86,3,0,0,187,17.56,0,97.46,0,116.71
865/0147,56.43,0,0,31.29,0,222.92,2.03,0,3.15,228.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,3,0,0,1,0,158,0,0,0,42,0,0,0,2,0,0,0,0,0,0,45,0,0,0,30,0,0,277,2,NA,27.100000000000001,12.500000000000000,80.5,71.530000000000001,0,12.95,0,0,200,0,30,0,2,45,0,0,12.95,0,191.63,2.03,228.1
866/0001,49.9,16.77,0,0,0,142.2,49.9,0,0,192.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,145,0,20,0,76,0,49,0,1,1,0,0,0,0,0,46,0,0,0,53,0,20,411,1,2,68.799999999999997,0.000000000000000,0,73.400000000000006,0,0,0,0,290,0,73,0,2,46,0,0,0,0,142.2,49.9,192.1
866/0002,0,0,0,20.32,0,92.9,0,0,2.3,95.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,87,2,9,0,19,0,16,0,2,0,0,0,0,0,6,36,0,8,10,15,5,24,239,2,NA,24.690000000000001,0.000000000000000,17.75,30.140000000000001,0,20.32,0,0,131,2,39,15,2,36,0,14,20.32,0,72.58,0,95.2
866/0003,0,0,0,25,0,146.7,0,0,3.2,149.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,110,5,19,0,22,24,19,0,2,0,4,0,0,9,36,48,10,10,9,21,20,37,405,1,2,3.500000000000000,52.600000000000001,15.5,50.100000000000001,6,19,0,0,170,42,58,29,2,48,10,59,25,0,121.7,0,149.9
866/0004,0,0,0,0,0,59.3,7.3,0,1,67.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,50,0,10,0,0,0,0,0,1,0,0,10,0,0,0,35,0,20,5,22,0,30,183,2,NA,7.000000000000000,20.199999999999999,12.1,20.000000000000000,0,0,0,0,60,0,52,5,1,45,0,20,0,0,59.3,7.3,67.6
866/0012,0,0,0,55.15,0,144.55,21.1,0,5.57,171.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,75,0,2,29,0,0,0,1,0,0,0,0,0,0,10,0,27,30,44,38,38,294,2,NA,19.609999999999999,18.039999999999999,7.88,43.869999999999997,23.2,25.85,0,0,29,77,82,68,1,10,0,27,49.05,0,89.4,21.1,171.22
866/0029,69.41,0,0,15.4,0,221.36,97.87,6.58,0.6,326.41,0,0,0,0,0,0,0,319,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,103,0,0,0,0,0,0,3,0,0,0,0,0,34,0,15,26,20,43,24,32,300,2,NA,0.000000000000000,37.300000000000004,9.06,159.599999999999990,0,0,0,0,0,103,75,44,3,0,15,60,0,0,205.96,97.87,326.41
866/0031,0,46.2,0,0,0,57.95,0,0,0,57.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,108,0,23,0,0,45,0,0,0,0,49,0,0,0,0,0,0,0,15,25,0,4,269,2,NA,0.000000000000000,42.000000000000000,0,15.950000000000001,0,0,0,0,131,94,29,15,0,0,0,49,0,0,57.95,0,57.95
866/0041,0,8.2,0,0,0,125.4,41.1,0,2.7,169.2,0,0,0,0,0,0,0,472,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,90,0,10,0,5,0,0,2,0,3,0,13,0,35,0,0,0,6,47,32,56,299,2,NA,16.199999999999999,8.199999999999999,0,101.000000000000000,0,0,0,0,0,108,103,38,2,0,13,38,0,0,125.4,41.1,169.2
866/0043,0,9.5,0,0,0,58.7,103,2,1,164.7,0,0,0,0,0,0,0,459,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,63,24,1,1,14,0,0,0,2,1,0,2,1,7,8,21,14,1,6,21,6,10,203,2,NA,11.100000000000000,7.000000000000000,6.6,34.000000000000000,0,0,0,0,78,32,31,12,3,23,15,16,0,0,58.7,103,164.7
866/0044,0,0,0,0,0,48.3,12.4,0,0.3,61,0,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,79,0,0,0,13,0,0,0,1,0,0,0,0,0,0,13,0,0,0,32,0,0,138,2,NA,2.000000000000000,17.000000000000000,0,29.300000000000001,0,0,0,0,92,0,32,0,1,13,0,0,0,0,48.3,12.4,61
866/0045,0,0,0,0,0,90.5,0,0,0.5,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,1,0,0,0,148,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,239,2,NA,10.000000000000000,35.000000000000000,10,35.500000000000000,0,0,0,0,196,0,39,0,4,0,0,0,0,0,90.5,0,91
866/0047,0,0,0,0,0,154.3,28.3,2.1,1.2,185.9,0,0,0,0,0,0,0,802,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,110,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,43,16,25,232,2,NA,0.000000000000000,26.300000000000001,0,128.000000000000000,0,0,0,0,0,113,68,49,2,0,0,0,0,0,154.3,28.3,185.9
866/0055,20.27,0,0,4.24,0,72.6,119.2,6.28,0.98,199.06,0,0,0,0,0,0,0,732,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,11,76,3,NA,0.000000000000000,20.370000000000001,1.71,46.280000000000001,0,4.24,0,0,0,48,11,15,2,0,0,0,4.24,0,68.36,119.2,199.06
866/0058,0,39.2,0,11.6,0,82.49,0,2,0.4,84.89,0,0,0,0,0,0,0,386,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,72,0,23,0,0,0,0,0,0,1,0,0,5,58,0,0,40,0,0,34,38,271,2,NA,14.400000000000000,12.600000000000000,6,37.890000000000001,0,11.6,0,0,0,101,38,34,0,0,0,104,11.6,0,70.89,0,84.89
867/0004,0,17.8,0,0,0,34.8,0,0,0,34.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,76,0,5,0,10,0,4,0,1,0,0,0,0,0,0,12,0,40,10,12,4,2,176,2,NA,8.100000000000000,8.100000000000000,5,13.600000000000000,0,0,0,0,95,0,14,14,1,12,0,40,0,0,34.8,0,34.8
867/0008,0,0,0,17.6,0,128.16,0,5.4,2.74,136.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,140,0,0,0,0,0,50,0,4,0,0,0,0,0,0,0,0,0,0,0,55,0,249,2,NA,4.030000000000000,18.210000000000001,36.86,51.460000000000001,0,0,0,0,190,0,0,55,4,0,0,0,0,0,110.56,0,136.3
867/0010,0,0,0,16.2,0,74.6,0,0,0,74.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,106,0,0,0,20,0,20,45,0,0,0,0,0,0,0,0,0,0,35,45,0,0,271,2,NA,0.000000000000000,40.000000000000000,0,18.400000000000002,0,16.2,0,0,146,45,45,35,0,0,0,0,16.2,0,58.4,0,74.6
867/0011,0,0,8,62.8,0,209,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,152,0,15,0,45,0,10,0,4,4,0,0,0,0,8,70,0,4,4,40,0,32,388,1,2,54.000000000000000,10.000000000000000,40,42.200000000000003,24.45,20,0,0,222,0,72,4,8,70,0,12,44.45,0,146.2,0,209
867/0016,0,0,0,45.98,0,145.58,0.32,2.2,3.7,151.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,77,0,0,81,12,27,0,0,207,2,NA,79.469999999999999,0.000000000000000,15.48,4.650000000000000,33.27,7,0,0,10,0,27,12,0,0,0,158,40.27,0,99.6,0.32,151.8
867/0019,0,0,0,13.06,0,65.4,19.6,0,0.8,85.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,3,8,0,6,13,0,0,2,0,0,5,5,0,24,10,19,0,15,17,20,14,211,2,NA,17.840000000000000,0.000000000000000,12.4,22.100000000000001,0,0,0,0,64,16,31,35,2,15,24,24,0,0,52.34,19.6,85.8
867/0022,0,0,0,0,0,59.87,0,0,8.23,68.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,115,0,0,376,1,2,8.090000000000000,0.000000000000000,0,51.780000000000001,0,0,0,0,177,0,115,0,0,84,0,0,0,0,59.87,0,68.1
867/0023,0,0,0,0,0,98.4,14.6,0,3.2,116.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,207,16,0,0,0,0,0,0,0,170,0,0,286,125,0,0,838,1,4,19.000000000000000,23.000000000000000,0,56.399999999999999,0,0,0,0,207,50,125,286,0,170,0,0,0,0,98.4,14.6,116.2
867/0026,0,45.02,0,16.3,0,100.9,0,0,1.5,102.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,80,0,95,0,0,0,0,6,0,0,0,0,0,43,0,5,33,37,38,35,40,412,1,5,17.210000000000001,40.789999999999999,26.6,0.000000000000000,0,16.3,0,0,0,175,78,72,6,0,5,76,16.3,0,84.6,0,102.4
867/0032,0,6,0,10.68,0,62.58,0.67,2.41,3.28,68.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,68,0,0,0,79,0,0,2,3,0,1,0,157,2,NA,19.750000000000000,0.000000000000000,17.73,14.420000000000000,4.7,5.98,0,0,0,72,0,4,0,0,0,149,10.68,0,51.9,0.67,68.94
867/0033,0,0,0,48.3,0,199.4,2.5,0,2.4,204.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,0,0,0,0,213,0,4,0,10,13,44,0,4,0,43,0,0,3,45,22,6,0,0,0,42,76,525,1,2,42.000000000000000,21.000000000000000,15.8,72.299999999999997,12.3,32.1,0,0,271,59,76,42,4,22,6,91,44.4,0,151.1,2.5,204.3
867/0034,0,0,0,3.2,0,59.15,0,0,0.5,59.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,90,0,0,0,16,0,0,0,2,0,0,2,0,0,17,26,10,0,6,21,20,22,232,2,NA,13.900000000000000,7.340000000000000,5.54,29.170000000000002,0,0,0,0,106,0,43,26,2,28,10,17,0,0,55.95,0,59.65
867/0035,0,10.1,6.4,13.6,0,99.1,0,0,0,99.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,135,0,0,0,25,0,0,0,2,0,0,0,0,0,0,30,0,25,45,32,25,30,349,2,NA,10.900000000000000,26.199999999999999,4.8,43.600000000000001,0,7.2,0,0,160,0,62,70,2,30,0,25,7.2,0,85.5,0,99.1
867/0040,0,6.8,4,4,0,79.7,0,0,2.3,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,148,0,3,0,0,0,48,0,0,2,0,0,0,0,0,0,0,0,0,18,0,34,253,2,NA,7.000000000000000,26.300000000000001,17.4,25.000000000000000,0,0,0,0,199,0,52,0,2,0,0,0,0,0,75.7,0,82
867/0043,0,0,0,0,0,47.21,0,0,0,47.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,70,0,5,0,5,0,5,0,2,0,0,5,5,8,0,10,15,0,0,0,40,30,200,2,NA,18.199999999999999,4.000000000000000,0,25.010000000000002,0,0,0,0,85,8,30,40,2,15,20,8,0,0,47.21,0,47.21
867/0045,0,0,0,35.5,0,103.86,0,0,0.34,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,116,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,62,54,234,2,NA,11.830000000000000,6.860000000000000,14.65,35.020000000000003,0,28.41,0,0,0,116,54,62,2,0,0,0,28.41,0,68.36,0,104.2
867/0046,0,7.16,0,0,0,45.12,0,0,1.1,46.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,67,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,15,34,30,0,178,2,NA,0.000000000000000,21.400000000000002,4.8,18.920000000000002,0,0,0,0,97,0,34,45,2,0,0,0,0,0,45.12,0,46.22
867/0047,0,0,0,13.85,0,62.74,0,0,0,62.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,77,0,0,0,2,0,0,2,0,0,0,0,0,3,0,4,16,12,26,21,21,184,2,NA,17.150000000000002,14.609999999999999,0.9,16.230000000000000,0,13.85,0,0,0,79,47,33,2,0,4,19,13.85,0,48.89,0,62.74
867/0050,0,0,0,68.84,0,158.92,0,0,7.38,166.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,81,0,17,0,14,0,10,0,1,0,0,0,0,3,0,12,0,0,11,7,11,14,181,2,NA,36.829999999999998,2.430000000000000,8.1,42.719999999999999,26.69,29.37,0,0,122,3,21,22,1,12,0,3,56.06,0,90.08,0,166.3
867/0055,0,0,0,0,0,60.62,10.01,0.5,0,71.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82,0,4,0,7,0,11,0,0,1,0,0,0,0,0,22,2,0,0,17,0,25,171,2,NA,0.000000000000000,36.700000000000003,0,23.920000000000002,0,0,0,0,104,0,42,0,1,22,2,0,0,0,60.62,10.01,71.13
867/0057,0,0,0,13.83,0,50.01,15.73,0,1.08,66.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,23,0,0,0,7,10,94,3,NA,0.000000000000000,14.970000000000001,0,21.210000000000001,0,13.83,0,0,0,0,10,7,0,34,23,20,13.83,0,36.18,15.73,66.82
867/0058,0,0,0,12.1,0,106,12,0,0.8,118.8,0,0,0,0,0,0,0,347,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,98,0,4,0,46,0,0,0,4,0,0,37,0,16,0,0,0,0,13,0,14,15,247,2,NA,34.399999999999999,17.000000000000000,9.7,32.799999999999997,0,12.1,0,0,148,16,15,27,4,37,0,16,12.1,0,93.9,12,118.8
867/0060,0,6.1,0,9.22,0,83.81,0,0,0.59,84.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,97,0,3,0,12,0,14,0,2,0,6,0,0,0,12,23,8,0,10,20,20,30,257,2,NA,24.650000000000002,7.590000000000000,9.16,33.189999999999998,0,9.22,0,0,126,6,50,30,2,23,8,18,9.22,0,74.59,0,84.4
867/0062,0,0,0,56.34,0,257.54,6,0,3.44,266.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,2,0,0,0,0,204,0,10,0,40,0,7,0,3,1,2,0,0,0,39,30,11,0,31,35,82,74,569,1,2,26.359999999999999,48.469999999999999,23.69,102.680000000000010,29.65,21.58,0,0,261,2,109,113,4,30,11,41,51.23,0,201.2,6,266.98
867/0063,0,60.75,0,5,0,82.6,0,1.3,1.7,85.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,126,0,0,0,31,0,0,0,2,0,0,0,0,0,80,33,10,0,38,38,15,15,388,1,2,15.000000000000000,19.400000000000002,15.4,27.800000000000001,0,5,0,0,157,0,53,53,2,33,10,80,5,0,77.6,0,85.6
867/0064,0,5,0,47.07,0,125.16,0,0,0,125.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,120,0,24,0,6,0,20,0,4,0,0,0,0,0,20,60,0,0,30,37,0,0,321,2,NA,29.500000000000000,0.000000000000000,0,48.590000000000003,14.54,14.25,0,0,170,0,37,30,4,60,0,20,28.79,0,78.09,0,125.16
867/0066,0,0,0,0,0,2.3,0,0,0,2.3,0,0,0,0,0,0,1,0,0,162,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,3,NA,0.000000000000000,0.000000000000000,1.5,0.800000000000000,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.3,0,2.3
867/0070,0,0,0,6.4,0,61.9,0,0,0.1,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,95,0,10,0,24,0,6,0,2,0,0,0,0,0,0,24,0,0,1,36,0,30,228,2,NA,28.300000000000001,0.000000000000000,12,15.200000000000001,0,6.4,0,0,135,0,66,1,2,24,0,0,6.4,0,55.5,0,62
867/0075,0,0,0,0,0,84.3,0,0,0.3,84.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,50,0,0,0,3,0,0,2,0,0,0,0,0,16,0,0,50,0,0,25,25,171,2,NA,24.300000000000001,0.000000000000000,0,60.000000000000000,0,0,0,0,0,53,25,25,2,0,0,66,0,0,84.3,0,84.6
867/0076,25.1,0,0,15.5,0,136.72,19.04,0,6.74,162.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,179,0,9,0,21,0,0,0,2,0,0,12,0,0,20,34,0,9,49,48,33,38,454,1,2,6.930000000000000,49.920000000000002,7.86,56.509999999999998,0,15.5,0,0,209,0,86,82,2,46,0,29,15.5,0,121.22,19.04,162.5
867/0077,0,0,0,0,0,4.8,0,0,0.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,11,3,NA,0.000000000000000,1.200000000000000,0,3.600000000000000,0,0,0,0,0,4,1,3,0,0,1,2,0,0,4.8,0,5.2
867/0078,0,12.1,0,0,0,65.31,61.29,0,1.1,127.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,110,0,0,0,42,0,13,0,1,1,0,0,0,0,0,38,0,0,0,32,0,17,254,2,NA,19.000000000000000,8.900000000000000,8.1,29.310000000000002,0,0,0,0,165,0,49,0,2,38,0,0,0,0,65.31,61.29,127.7
867/0082,0,9.64,0,0,0,63.1,0,0,0,63.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,87,0,18,0,22,0,0,0,3,0,0,0,0,0,14,28,0,15,16,17,20,22,262,2,NA,14.650000000000000,14.270000000000000,0,34.180000000000000,0,0,0,0,127,0,39,36,3,28,0,29,0,0,63.1,0,63.1
867/0083,0,8.2,27.5,160.43,0,202.73,8.8,0,1.56,213.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,74,0,0,0,82,0,0,0,176,2,NA,13.300000000000001,7.280000000000000,6.4,15.320000000000000,70,0,46,0,0,20,0,82,0,0,0,94,70,46,42.3,8.8,213.09
867/0084,0,0,0,13.1,0,62.9,5.1,0.6,1,69.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,52,0,4,0,24,0,0,0,2,0,0,10,0,0,0,32,0,0,1,21,0,4,150,2,NA,8.100000000000000,10.500000000000000,16.3,14.900000000000000,0,13.1,0,0,80,0,25,1,2,42,0,0,13.1,0,49.8,5.1,69.6
867/0086,0,13.12,0,10.35,0,110.63,0,5.45,1.12,117.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,13,24,0,6,0,0,0,1,0,0,5,4,42,4,0,5,48,8,27,257,2,NA,38.649999999999999,12.750000000000000,48.88,0.000000000000000,0,10.35,0,0,100,19,75,13,0,42,4,10,10.35,0,100.28,0,117.2
867/0087,0,0,0,35,0,89,0,0,0.8,89.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,41,0,0,0,0,178,2,NA,17.500000000000000,0.000000000000000,31.25,5.250000000000000,0,35,0,0,0,0,0,0,0,0,0,178,35,0,54,0,89.8
867/0088,0,0,0,0,0,81.41,0,0.59,0,82,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,3,NA,0.000000000000000,0.000000000000000,0,81.409999999999997,0,0,0,0,0,2,0,0,0,0,0,4,0,0,81.41,0,82
867/0091,0,144.43,0,33.61,0,116.88,1.93,0,4.45,123.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,108,0,37,0,20,0,0,2,1,0,0,0,0,36,0,54,0,0,35,55,53,401,1,5,12.109999999999999,16.300000000000001,14.62,40.240000000000002,27.55,0,0,0,0,165,88,55,3,0,54,36,27.55,0,83.27,1.93,123.26
867/0094,0,0,0,21.73,0,168.88,13.72,0.4,2.2,185.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,95,35,12,20,9,11,0,0,2,0,19,6,0,5,49,14,0,52,29,33,35,53,479,1,2,28.609999999999999,23.760000000000002,9.59,85.189999999999998,0,21.73,0,0,116,90,86,64,2,20,0,125,21.73,0,147.15,13.72,185.2
867/0100,0,5.6,0,0,0,54.4,0,0,0.26,54.66,0,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,90,0,42,0,2,0,4,3,1,0,0,0,0,2,0,0,6,50,39,25,25,289,2,NA,12.000000000000000,28.000000000000000,0,14.400000000000000,0,0,0,0,0,138,64,75,4,0,0,8,0,0,54.4,0,54.66
867/0103,0,0,0,0,0,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,65,0,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,125,3,NA,0.000000000000000,14.500000000000000,0,29.500000000000000,0,0,0,0,103,0,22,0,0,0,0,0,0,0,44,0,44
867/0105,0,0,0,26.3,0,136.3,21.2,0,0.5,158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,66,0,0,44,0,0,0,0,129,3,NA,41.200000000000003,0.000000000000000,0,68.799999999999997,0,17,0,4,0,19,0,0,0,0,0,129,17,4,110,21.2,158
